"","datum","x"
"267",2017-01-27,2
"268",2017-01-30,35
"269",2017-01-31,24
"270",2017-02-01,14
"271",2017-02-06,34
"272",2017-02-07,6
"273",2017-02-08,17
"274",2017-02-10,17
"275",2017-02-11,32
"276",2017-02-14,70
"277",2017-02-15,28
"278",2017-02-17,24
"279",2017-02-20,16
"280",2017-02-21,6
"281",2017-02-22,32
"282",2017-02-23,45
"283",2017-02-24,10
"284",2017-02-27,21
"285",2017-03-01,9
"286",2017-03-02,45
"287",2017-03-03,20
"288",2017-03-04,15
"289",2017-03-06,105
"290",2017-03-07,46
"291",2017-03-08,28
"292",2017-03-09,6
"293",2017-03-10,39
"294",2017-03-13,41
"295",2017-03-15,26
"296",2017-03-16,34
"297",2017-03-17,16
"298",2017-03-20,11
"299",2017-03-21,30
"300",2017-03-22,36
"301",2017-03-23,23
"302",2017-03-24,34
"303",2017-03-27,6
"304",2017-03-28,149
"305",2017-03-29,10
"306",2017-03-30,16
"307",2017-03-31,8
"308",2017-04-03,26
"309",2017-04-04,10
"310",2017-04-05,26
"311",2017-04-06,25
"312",2017-04-07,19
"313",2017-04-11,12
"314",2017-04-13,24
"315",2017-04-18,4
"316",2017-04-19,30
"317",2017-04-21,13
"318",2017-04-25,35
"319",2017-04-26,25
"320",2017-04-27,16
"321",2017-04-29,4
"322",2017-05-03,88
"323",2017-05-04,14
"324",2017-05-05,10
"325",2017-05-06,5
"326",2017-05-08,14
"327",2017-05-10,6
"328",2017-05-11,88
"329",2017-05-12,27
"330",2017-05-15,88
"331",2017-05-16,11
"332",2017-05-17,2
"333",2017-05-18,28
"334",2017-05-19,24
"335",2017-05-22,7
"336",2017-05-23,22
"337",2017-05-24,8
"338",2017-05-25,10
"339",2017-05-26,72
"340",2017-05-27,6
"341",2017-05-29,13
"342",2017-05-31,9
"343",2017-06-01,39
"344",2017-06-02,49
"345",2017-06-03,21
"346",2017-06-05,75
"347",2017-06-06,35
"348",2017-06-07,12
"349",2017-06-08,58
"350",2017-06-09,56
"351",2017-06-12,25
"352",2017-06-13,47
"353",2017-06-14,33
"354",2017-06-15,47
"355",2017-06-16,11
"356",2017-06-17,6
"357",2017-06-19,22
"358",2017-06-20,31
"359",2017-06-21,28
"360",2017-06-22,32
"361",2017-06-23,102
"362",2017-06-24,12
"363",2017-06-26,43
"364",2017-06-27,47
"365",2017-06-28,40
"366",2017-06-29,55
"367",2017-06-30,46
"368",2017-07-03,27
"369",2017-07-04,5
"370",2017-07-05,46
"371",2017-07-06,3
"372",2017-07-07,18
"373",2017-07-10,22
"374",2017-07-11,30
"375",2017-07-12,25
"376",2017-07-13,37
"377",2017-07-14,105
"378",2017-07-17,24
"379",2017-07-18,25
"380",2017-07-19,32
"381",2017-07-20,20
"382",2017-07-24,30
"383",2017-07-25,35
"384",2017-07-26,45
"385",2017-07-27,17
"386",2017-07-28,91
"387",2017-07-31,32
"388",2017-08-01,33
"389",2017-08-02,36
"390",2017-08-03,22
"391",2017-08-04,20
"392",2017-08-07,26
"393",2017-08-08,32
"394",2017-08-09,41
"395",2017-08-10,53
"396",2017-08-12,9
"397",2017-08-14,42
"398",2017-08-15,186
"399",2017-08-16,49
"400",2017-08-17,9
"401",2017-08-18,84
"402",2017-08-21,31
"403",2017-08-22,40
"404",2017-08-23,42
"405",2017-08-24,39
"406",2017-08-25,13
"407",2017-08-28,11
"408",2017-08-29,40
"409",2017-08-30,12
"410",2017-08-31,32
"411",2017-09-01,4
"412",2017-09-06,8
"413",2017-09-07,4
"414",2017-09-12,52
"415",2017-09-13,17
"416",2017-09-14,59
"417",2017-09-15,23
"418",2017-09-18,92
"419",2017-09-19,72
"420",2017-09-20,54
"421",2017-09-21,18
"422",2017-09-22,61
"423",2017-09-23,11
"424",2017-09-25,37
"425",2017-09-26,7
"426",2017-09-27,57
"427",2017-09-28,8
"428",2017-09-29,66
"429",2017-10-02,20
"430",2017-10-03,22
"431",2017-10-04,50
"432",2017-10-05,41
"433",2017-10-06,17
"434",2017-10-09,59
"435",2017-10-10,21
"436",2017-10-12,4
"437",2017-10-13,39
"438",2017-10-14,8
"439",2017-10-16,37
"440",2017-10-17,25
"441",2017-10-18,10
"442",2017-10-19,76
"443",2017-10-20,23
"444",2017-10-23,32
"445",2017-10-24,5
"446",2017-10-25,42
"447",2017-10-26,28
"448",2017-10-27,39
"449",2017-10-30,11
"450",2017-10-31,9
"451",2017-11-01,18
"452",2017-11-02,6
"453",2017-11-03,6
"454",2017-11-06,2
"455",2017-11-07,9
"456",2017-11-08,21
"457",2017-11-09,36
"458",2017-11-10,7
"459",2017-11-13,21
"460",2017-11-14,53
"461",2017-11-15,15
"462",2017-11-20,11
"463",2017-11-22,222
"464",2017-11-23,138
"465",2017-11-25,12
"466",2017-11-27,43
"467",2017-11-28,59
"468",2017-11-29,71
"469",2017-11-30,130
"470",2017-12-01,13
"471",2017-12-04,40
"472",2017-12-05,55
"473",2017-12-06,38
"474",2017-12-07,35
"475",2017-12-08,9
"476",2017-12-11,35
"477",2017-12-12,52
"478",2017-12-13,68
"479",2017-12-14,65
"480",2017-12-15,41
"481",2017-12-18,5
"482",2017-12-19,67
"483",2017-12-20,227
"484",2017-12-21,617
"485",2017-12-22,46
"486",2017-12-23,3
"487",2017-12-25,69
"488",2017-12-26,70
"489",2017-12-27,100
"490",2017-12-28,25
"491",2017-12-29,78
"492",2017-12-30,40
"493",2018-01-03,32
"494",2018-01-04,31
"495",2018-01-05,40
"496",2018-01-08,40
"497",2018-01-09,50
"498",2018-01-10,87
"499",2018-01-11,57
"500",2018-01-12,87
"501",2018-01-15,21
"502",2018-01-16,23
"503",2018-01-17,65
"504",2018-01-18,53
"505",2018-01-19,38
"506",2018-01-22,9
"507",2018-01-23,14
"508",2018-01-24,162
"509",2018-01-26,67
"510",2018-01-29,9
"511",2018-01-30,4
"512",2018-01-31,57
"513",2018-02-01,64
"514",2018-02-02,33
"515",2018-02-03,10
"516",2018-02-05,25
"517",2018-02-06,57
"518",2018-02-07,17
"519",2018-02-08,41
"520",2018-02-09,3
"521",2018-02-10,9
"522",2018-02-12,17
"523",2018-02-13,10
"524",2018-02-14,7
"525",2018-02-15,10
"526",2018-02-17,4
"527",2018-02-19,36
"528",2018-02-20,33
"529",2018-02-21,24
"530",2018-02-22,20
"531",2018-02-23,15
"532",2018-02-24,4
"533",2018-02-26,31
"534",2018-02-27,37
"535",2018-02-28,15
"536",2018-03-01,128
"537",2018-03-02,17
"538",2018-03-03,3
"539",2018-03-05,90
"540",2018-03-06,17
"541",2018-03-07,25
"542",2018-03-08,14
"543",2018-03-09,41
"544",2018-03-12,30
"545",2018-03-13,19
"546",2018-03-14,63
"547",2018-03-16,8
"548",2018-03-19,27
"549",2018-03-20,31
"550",2018-03-21,49
"551",2018-03-22,41
"552",2018-03-23,18
"553",2018-03-26,3
"554",2018-03-27,6
"555",2018-03-28,21
"556",2018-03-29,7
"557",2018-03-30,12
"558",2018-04-02,7
"559",2018-04-03,15
"560",2018-04-04,36
"561",2018-04-05,28
"562",2018-04-10,20
"563",2018-04-11,51
"564",2018-04-12,25
"565",2018-04-13,18
"566",2018-04-16,4
"567",2018-04-17,9
"568",2018-04-18,39
"569",2018-04-19,1
"570",2018-04-20,30
"571",2018-04-23,10
"572",2018-04-24,16
"573",2018-04-25,55
"574",2018-04-27,5
"575",2018-04-30,12
"576",2018-05-04,6
"577",2018-05-05,4
"578",2018-05-07,14
"579",2018-05-08,21
"580",2018-05-09,6
"581",2018-05-10,72
"582",2018-05-11,14
"583",2018-05-14,5
"584",2018-05-15,56
"585",2018-05-16,33
"586",2018-05-17,10
"587",2018-05-18,46
"588",2018-05-19,3
"589",2018-05-21,24
"590",2018-05-22,3
"591",2018-05-23,70
"592",2018-05-24,36
"593",2018-05-25,56
"594",2018-05-28,71
"595",2018-05-29,60
"596",2018-05-30,56
"597",2018-05-31,86
"598",2018-06-01,48
"599",2018-06-04,157
"600",2018-06-05,53
"601",2018-06-06,66
"602",2018-06-07,32
"603",2018-06-08,22
"604",2018-06-11,20
"605",2018-06-12,38
"606",2018-06-13,9
"607",2018-06-14,5
"608",2018-06-15,16
"609",2018-06-18,14
"610",2018-06-19,30
"611",2018-06-20,16
"612",2018-06-21,4
"613",2018-06-22,37
"614",2018-06-23,10
"615",2018-06-25,19
"616",2018-06-26,79
"617",2018-06-27,27
"618",2018-06-28,28
"619",2018-06-29,33
"620",2018-06-30,28
"621",2018-07-02,18
"622",2018-07-03,48
"623",2018-07-04,25
"624",2018-07-05,39
"625",2018-07-06,45
"626",2018-07-07,8
"627",2018-07-09,32
"628",2018-07-10,6
"629",2018-07-11,60
"630",2018-07-12,26
"631",2018-07-13,4
"632",2018-07-14,93
"633",2018-07-16,2
"634",2018-07-17,8
"635",2018-07-18,41
"636",2018-07-19,13
"637",2018-07-20,17
"638",2018-07-23,23
"639",2018-07-24,14
"640",2018-07-25,45
"641",2018-07-26,34
"642",2018-07-27,36
"643",2018-07-30,41
"644",2018-07-31,16
"645",2018-08-01,12
"646",2018-08-02,36
"647",2018-08-03,15
"648",2018-08-04,13
"649",2018-08-06,65
"650",2018-08-07,20
"651",2018-08-08,23
"652",2018-08-09,40
"653",2018-08-10,29
"654",2018-08-13,40
"655",2018-08-14,10
"656",2018-08-15,14
"657",2018-08-16,86
"658",2018-08-17,25
"659",2018-08-20,16
"660",2018-08-21,2
"661",2018-08-22,16
"662",2018-08-23,6
"663",2018-08-24,1
"664",2018-08-27,38
"665",2018-08-29,3
"666",2018-08-30,28
"667",2018-08-31,15
"668",2018-09-03,27
"669",2018-09-04,15
"670",2018-09-05,9
"671",2018-09-06,89
"672",2018-09-07,52
"673",2018-09-08,3
"674",2018-09-10,17
"675",2018-09-11,36
"676",2018-09-12,44
"677",2018-09-13,63
"678",2018-09-14,74
"679",2018-09-19,10
"680",2018-09-20,57
"681",2018-09-21,40
"682",2018-09-24,36
"683",2018-09-25,30
"684",2018-09-26,21
"685",2018-09-27,33
"686",2018-09-28,21
"687",2018-10-01,2
"688",2018-10-02,51
"689",2018-10-03,33
"690",2018-10-04,4
"691",2018-10-05,16
"692",2018-10-06,21
"693",2018-10-08,19
"694",2018-10-09,37
"695",2018-10-11,19
"696",2018-10-12,6
"697",2018-10-15,7
"698",2018-10-16,75
"699",2018-10-17,140
"700",2018-10-18,8
"701",2018-10-19,36
"702",2018-10-22,66
"703",2018-10-23,4
"704",2018-10-24,19
"705",2018-10-25,5
"706",2018-10-26,23
"707",2018-10-29,38
"708",2018-10-30,18
"709",2018-10-31,2
"710",2018-11-01,47
"711",2018-11-02,100
"712",2018-11-03,3
"713",2018-11-05,67
"714",2018-11-06,11
"715",2018-11-07,117
"716",2018-11-08,48
"717",2018-11-09,51
"718",2018-11-13,49
"719",2018-11-14,27
"720",2018-11-15,9
"721",2018-11-16,48
"722",2018-11-18,9
"723",2018-11-19,146
"724",2018-11-20,12
"725",2018-11-21,47
"726",2018-11-22,47
"727",2018-11-23,35
"728",2018-11-24,10
"729",2018-11-26,2
"730",2018-11-27,17
"731",2018-11-28,30
"732",2018-11-29,6
"733",2018-11-30,12
"734",2018-12-04,48
"735",2018-12-05,25
"736",2018-12-06,19
"737",2018-12-07,22
"738",2018-12-08,145
"739",2018-12-10,44
"740",2018-12-11,3
"741",2018-12-12,32
"742",2018-12-13,32
"743",2018-12-14,42
"744",2018-12-17,92
"745",2018-12-18,28
"746",2018-12-19,10
"747",2018-12-20,4
"748",2018-12-21,12
"749",2018-12-24,31
"750",2018-12-25,35
"751",2018-12-26,35
"752",2018-12-27,38
"753",2018-12-28,21
"754",2018-12-31,29
