"","datum","x"
"267",2016-11-30,345
"268",2016-12-01,324
"269",2016-12-02,162
"270",2016-12-03,14
"271",2016-12-05,225
"272",2016-12-06,94
"273",2016-12-07,186
"274",2016-12-08,107
"275",2016-12-09,168
"276",2016-12-10,29
"277",2016-12-12,160
"278",2016-12-13,120
"279",2016-12-14,83
"280",2016-12-15,169
"281",2016-12-16,65
"282",2016-12-17,11
"283",2016-12-19,97
"284",2016-12-20,89
"285",2016-12-21,164
"286",2016-12-22,79
"287",2016-12-23,302
"288",2016-12-24,98
"289",2016-12-26,197
"290",2016-12-27,273
"291",2016-12-28,204
"292",2016-12-29,361
"293",2016-12-30,184
"294",2016-12-31,5
"295",2017-01-03,17
"296",2017-01-04,250
"297",2017-01-05,200
"298",2017-01-06,41
"299",2017-01-09,235
"300",2017-01-10,249
"301",2017-01-11,106
"302",2017-01-12,303
"303",2017-01-13,260
"304",2017-01-14,6
"305",2017-01-16,151
"306",2017-01-17,290
"307",2017-01-18,231
"308",2017-01-19,138
"309",2017-01-20,167
"310",2017-01-23,276
"311",2017-01-24,246
"312",2017-01-25,382
"313",2017-01-26,222
"314",2017-01-27,330
"315",2017-01-28,128
"316",2017-01-30,348
"317",2017-01-31,658
"318",2017-02-01,409
"319",2017-02-02,423
"320",2017-02-03,287
"321",2017-02-04,11
"322",2017-02-06,355
"323",2017-02-07,259
"324",2017-02-08,269
"325",2017-02-09,229
"326",2017-02-10,300
"327",2017-02-11,49
"328",2017-02-13,246
"329",2017-02-14,188
"330",2017-02-15,108
"331",2017-02-16,67
"332",2017-02-17,172
"333",2017-02-18,79
"334",2017-02-20,166
"335",2017-02-21,90
"336",2017-02-22,163
"337",2017-02-23,291
"338",2017-02-24,225
"339",2017-02-25,49
"340",2017-02-27,269
"341",2017-02-28,374
"342",2017-03-01,305
"343",2017-03-02,172
"344",2017-03-03,287
"345",2017-03-06,240
"346",2017-03-07,205
"347",2017-03-08,126
"348",2017-03-09,201
"349",2017-03-10,227
"350",2017-03-11,22
"351",2017-03-13,219
"352",2017-03-14,105
"353",2017-03-15,230
"354",2017-03-16,138
"355",2017-03-17,77
"356",2017-03-18,13
"357",2017-03-20,189
"358",2017-03-21,119
"359",2017-03-22,152
"360",2017-03-23,184
"361",2017-03-24,81
"362",2017-03-25,13
"363",2017-03-27,206
"364",2017-03-28,283
"365",2017-03-29,224
