"","datum","x"
"402",2017-07-18,20
"403",2017-07-19,28
"404",2017-07-20,4
"405",2017-07-21,13
"406",2017-07-24,28
"407",2017-07-25,23
"408",2017-07-26,14
"409",2017-07-27,22
"410",2017-07-28,44
"411",2017-07-31,2
"412",2017-08-01,15
"413",2017-08-02,14
"414",2017-08-03,3
"415",2017-08-04,39
"416",2017-08-07,30
"417",2017-08-08,55
"418",2017-08-09,36
"419",2017-08-10,82
"420",2017-08-11,143
"421",2017-08-12,17
"422",2017-08-14,279
"423",2017-08-15,200
"424",2017-08-16,52
"425",2017-08-17,35
"426",2017-08-18,26
"427",2017-08-21,36
"428",2017-08-22,15
"429",2017-08-23,13
"430",2017-08-24,16
"431",2017-08-25,15
"432",2017-08-28,36
"433",2017-08-29,21
"434",2017-08-30,22
"435",2017-09-01,37
"436",2017-09-04,31
"437",2017-09-05,39
"438",2017-09-06,93
"439",2017-09-07,24
"440",2017-09-08,35
"441",2017-09-09,26
"442",2017-09-11,24
"443",2017-09-12,93
"444",2017-09-13,156
"445",2017-09-14,155
"446",2017-09-15,190
"447",2017-09-18,36
"448",2017-09-19,7
"449",2017-09-20,23
"450",2017-09-21,52
"451",2017-09-25,24
"452",2017-09-26,39
"453",2017-09-27,12
"454",2017-09-28,49
"455",2017-09-29,71
"456",2017-09-30,14
"457",2017-10-02,25
"458",2017-10-03,35
"459",2017-10-04,11
"460",2017-10-05,64
"461",2017-10-06,11
"462",2017-10-07,9
"463",2017-10-09,107
"464",2017-10-10,44
"465",2017-10-11,76
"466",2017-10-12,61
"467",2017-10-13,148
"468",2017-10-16,193
"469",2017-10-17,6
"470",2017-10-18,30
"471",2017-10-19,106
"472",2017-10-20,15
"473",2017-10-23,7
"474",2017-10-24,8
"475",2017-10-25,49
"476",2017-10-26,51
"477",2017-10-27,20
"478",2017-10-28,14
"479",2017-10-30,15
"480",2017-11-01,17
"481",2017-11-02,45
"482",2017-11-03,45
"483",2017-11-06,45
"484",2017-11-07,35
"485",2017-11-08,95
"486",2017-11-09,65
"487",2017-11-10,37
"488",2017-11-13,293
"489",2017-11-14,158
"490",2017-11-15,213
"491",2017-11-16,63
"492",2017-11-17,19
"493",2017-11-20,15
"494",2017-11-21,26
"495",2017-11-22,42
"496",2017-11-23,30
"497",2017-11-24,31
"498",2017-11-27,18
"499",2017-11-28,20
"500",2017-11-29,64
"501",2017-11-30,7
"502",2017-12-04,187
"503",2017-12-05,3
"504",2017-12-06,26
"505",2017-12-07,48
"506",2017-12-08,59
"507",2017-12-09,14
"508",2017-12-11,121
"509",2017-12-12,98
"510",2017-12-13,137
"511",2017-12-14,264
"512",2017-12-15,149
"513",2017-12-18,34
"514",2017-12-19,40
"515",2017-12-20,75
"516",2017-12-21,55
