"","datum","x"
"267",2016-12-15,74
"268",2016-12-16,38
"269",2016-12-17,10
"270",2016-12-20,67
"271",2016-12-21,62
"272",2016-12-22,36
"273",2016-12-23,54
"274",2016-12-24,6
"275",2016-12-26,42
"276",2016-12-28,82
"277",2016-12-29,30
"278",2016-12-30,37
"279",2016-12-31,15
"280",2017-01-03,11
"281",2017-01-04,77
"282",2017-01-05,64
"283",2017-01-06,108
"284",2017-01-09,60
"285",2017-01-10,72
"286",2017-01-11,78
"287",2017-01-12,53
"288",2017-01-13,80
"289",2017-01-14,16
"290",2017-01-16,34
"291",2017-01-17,115
"292",2017-01-18,123
"293",2017-01-19,39
"294",2017-01-20,110
"295",2017-01-23,84
"296",2017-01-24,105
"297",2017-01-25,52
"298",2017-01-26,136
"299",2017-01-27,52
"300",2017-01-28,10
"301",2017-01-30,69
"302",2017-01-31,98
"303",2017-02-01,140
"304",2017-02-02,107
"305",2017-02-03,94
"306",2017-02-04,11
"307",2017-02-06,49
"308",2017-02-07,94
"309",2017-02-08,79
"310",2017-02-09,190
"311",2017-02-10,174
"312",2017-02-11,26
"313",2017-02-12,9
"314",2017-02-13,111
"315",2017-02-14,73
"316",2017-02-15,30
"317",2017-02-16,64
"318",2017-02-17,142
"319",2017-02-18,10
"320",2017-02-20,236
"321",2017-02-21,229
"322",2017-02-22,317
"323",2017-02-23,238
"324",2017-02-24,261
"325",2017-02-25,71
"326",2017-02-27,252
"327",2017-02-28,199
"328",2017-03-01,119
"329",2017-03-02,126
"330",2017-03-03,95
"331",2017-03-06,182
"332",2017-03-07,17
"333",2017-03-08,81
"334",2017-03-09,18
"335",2017-03-10,67
"336",2017-03-11,25
"337",2017-03-13,16
"338",2017-03-14,300
"339",2017-03-15,49
"340",2017-03-16,224
"341",2017-03-17,67
"342",2017-03-18,23
"343",2017-03-20,32
"344",2017-03-21,151
"345",2017-03-22,66
"346",2017-03-23,78
"347",2017-03-24,207
"348",2017-03-27,8
"349",2017-03-28,64
"350",2017-03-29,73
"351",2017-03-30,50
"352",2017-03-31,129
"353",2017-04-01,4
"354",2017-04-03,62
"355",2017-04-04,70
"356",2017-04-05,27
"357",2017-04-06,83
"358",2017-04-07,2
"359",2017-04-10,75
"360",2017-04-11,51
"361",2017-04-12,39
"362",2017-04-13,40
"363",2017-04-18,49
"364",2017-04-19,88
"365",2017-04-20,80
"366",2017-04-21,68
"367",2017-04-22,8
"368",2017-04-24,61
"369",2017-04-25,64
"370",2017-04-26,118
"371",2017-04-27,26
"372",2017-04-28,16
"373",2017-05-03,52
"374",2017-05-04,34
"375",2017-05-05,49
"376",2017-05-08,40
"377",2017-05-09,23
"378",2017-05-10,38
"379",2017-05-11,10
"380",2017-05-12,57
"381",2017-05-13,11
"382",2017-05-15,46
"383",2017-05-16,31
"384",2017-05-17,72
"385",2017-05-18,26
"386",2017-05-19,48
"387",2017-05-22,33
"388",2017-05-23,71
"389",2017-05-24,43
"390",2017-05-25,76
"391",2017-05-26,23
"392",2017-05-27,40
"393",2017-05-29,44
"394",2017-05-30,41
"395",2017-05-31,152
"396",2017-06-01,29
"397",2017-06-02,64
"398",2017-06-05,65
"399",2017-06-06,58
"400",2017-06-07,75
"401",2017-06-08,45
"402",2017-06-09,86
"403",2017-06-10,12
"404",2017-06-12,41
"405",2017-06-13,46
"406",2017-06-14,103
"407",2017-06-15,31
"408",2017-06-16,77
"409",2017-06-19,126
"410",2017-06-20,298
"411",2017-06-21,90
"412",2017-06-22,132
"413",2017-06-23,16
"414",2017-06-24,18
"415",2017-06-26,101
"416",2017-06-27,101
"417",2017-06-28,62
"418",2017-06-29,48
"419",2017-06-30,43
"420",2017-07-03,58
"421",2017-07-04,2
"422",2017-07-05,33
"423",2017-07-06,38
"424",2017-07-07,12
"425",2017-07-10,39
"426",2017-07-11,44
"427",2017-07-13,41
"428",2017-07-14,89
"429",2017-07-17,121
"430",2017-07-18,7
"431",2017-07-19,267
"432",2017-07-20,43
"433",2017-07-21,26
"434",2017-07-24,38
"435",2017-07-25,47
"436",2017-07-26,52
"437",2017-07-27,26
"438",2017-07-28,34
"439",2017-07-31,35
"440",2017-08-01,45
"441",2017-08-02,10
"442",2017-08-03,42
"443",2017-08-04,64
"444",2017-08-07,34
"445",2017-08-08,32
"446",2017-08-09,48
"447",2017-08-10,8
"448",2017-08-11,4
"449",2017-08-14,129
"450",2017-08-15,20
"451",2017-08-16,38
"452",2017-08-17,64
"453",2017-08-21,51
"454",2017-08-22,50
"455",2017-08-23,50
"456",2017-08-24,38
"457",2017-08-25,31
"458",2017-08-28,80
"459",2017-08-29,51
"460",2017-08-30,69
"461",2017-08-31,20
"462",2017-09-01,38
"463",2017-09-02,5
"464",2017-09-04,5
"465",2017-09-05,38
"466",2017-09-06,62
"467",2017-09-07,42
"468",2017-09-08,43
"469",2017-09-09,11
"470",2017-09-11,11
"471",2017-09-12,21
"472",2017-09-13,114
"473",2017-09-14,6
"474",2017-09-15,72
"475",2017-09-18,15
"476",2017-09-19,8
"477",2017-09-20,50
"478",2017-09-21,24
"479",2017-09-22,16
"480",2017-09-25,42
"481",2017-09-26,13
"482",2017-09-27,65
"483",2017-09-28,32
"484",2017-09-29,92
"485",2017-10-02,37
"486",2017-10-03,78
"487",2017-10-04,131
"488",2017-10-05,23
"489",2017-10-07,6
"490",2017-10-09,30
"491",2017-10-10,53
"492",2017-10-11,27
"493",2017-10-12,48
"494",2017-10-13,42
"495",2017-10-16,74
"496",2017-10-17,64
"497",2017-10-18,34
"498",2017-10-19,29
"499",2017-10-20,109
"500",2017-10-24,138
"501",2017-10-25,93
"502",2017-10-26,4
"503",2017-10-27,1
"504",2017-10-28,8
"505",2017-10-30,28
"506",2017-10-31,43
"507",2017-11-01,12
"508",2017-11-02,53
