"","datum","x"
"267",2016-11-30,34
"268",2016-12-01,25
"269",2016-12-02,127
"270",2016-12-03,104
"271",2016-12-05,23
"272",2016-12-06,65
"273",2016-12-07,52
"274",2016-12-08,61
"275",2016-12-09,94
"276",2016-12-12,45
"277",2016-12-13,8
"278",2016-12-14,68
"279",2016-12-15,59
"280",2016-12-16,21
"281",2016-12-17,13
"282",2016-12-19,31
"283",2016-12-21,76
"284",2016-12-22,30
"285",2016-12-23,77
"286",2016-12-24,17
"287",2016-12-26,106
"288",2016-12-27,52
"289",2016-12-28,55
"290",2016-12-29,90
"291",2016-12-30,160
"292",2016-12-31,53
"293",2017-01-01,85
"294",2017-01-02,116
"295",2017-01-03,277
"296",2017-01-04,86
"297",2017-01-05,57
"298",2017-01-06,27
"299",2017-01-09,101
"300",2017-01-10,58
"301",2017-01-11,74
"302",2017-01-12,107
"303",2017-01-13,69
"304",2017-01-16,157
"305",2017-01-17,83
"306",2017-01-18,122
"307",2017-01-19,76
"308",2017-01-20,225
"309",2017-01-21,15
"310",2017-01-23,55
"311",2017-01-24,51
"312",2017-01-25,73
"313",2017-01-26,779
"314",2017-01-27,99
"315",2017-01-28,5
"316",2017-01-30,69
"317",2017-01-31,161
"318",2017-02-01,160
"319",2017-02-02,69
"320",2017-02-03,61
"321",2017-02-04,69
"322",2017-02-06,611
"323",2017-02-07,85
"324",2017-02-08,51
"325",2017-02-09,89
"326",2017-02-10,65
"327",2017-02-11,15
"328",2017-02-13,17
"329",2017-02-14,30
"330",2017-02-15,43
"331",2017-02-16,7
"332",2017-02-17,47
"333",2017-02-18,30
"334",2017-02-20,49
"335",2017-02-21,151
"336",2017-02-22,50
"337",2017-02-23,83
"338",2017-02-24,183
"339",2017-02-25,3
"340",2017-02-27,35
"341",2017-02-28,15
"342",2017-03-01,83
"343",2017-03-02,56
"344",2017-03-03,103
"345",2017-03-04,15
"346",2017-03-06,31
"347",2017-03-07,118
"348",2017-03-08,209
"349",2017-03-09,106
"350",2017-03-10,71
"351",2017-03-11,32
"352",2017-03-13,61
"353",2017-03-14,54
"354",2017-03-15,69
"355",2017-03-16,62
"356",2017-03-17,164
"357",2017-03-18,46
"358",2017-03-20,58
"359",2017-03-21,78
"360",2017-03-22,38
"361",2017-03-23,79
"362",2017-03-24,82
"363",2017-03-25,19
"364",2017-03-27,31
"365",2017-03-28,31
"366",2017-03-29,116
"367",2017-03-30,86
"368",2017-03-31,25
"369",2017-04-01,24
"370",2017-04-03,51
"371",2017-04-04,55
"372",2017-04-05,59
"373",2017-04-07,52
"374",2017-04-08,17
"375",2017-04-09,7
"376",2017-04-10,70
"377",2017-04-11,55
"378",2017-04-12,66
"379",2017-04-13,34
"380",2017-04-15,7
"381",2017-04-18,115
"382",2017-04-19,47
"383",2017-04-20,64
"384",2017-04-21,25
"385",2017-04-22,30
"386",2017-04-24,33
"387",2017-04-25,15
"388",2017-04-26,40
"389",2017-04-27,63
"390",2017-04-28,44
"391",2017-04-29,7
"392",2017-05-03,122
"393",2017-05-04,20
"394",2017-05-05,35
"395",2017-05-06,6
"396",2017-05-08,47
"397",2017-05-09,10
"398",2017-05-10,136
"399",2017-05-11,23
"400",2017-05-12,70
"401",2017-05-13,17
"402",2017-05-15,60
"403",2017-05-16,119
"404",2017-05-17,38
"405",2017-05-18,23
"406",2017-05-19,61
"407",2017-05-20,7
"408",2017-05-22,56
"409",2017-05-23,25
"410",2017-05-24,77
"411",2017-05-25,113
"412",2017-05-26,18
"413",2017-05-29,44
"414",2017-05-30,65
"415",2017-05-31,3
"416",2017-06-01,17
"417",2017-06-02,140
"418",2017-06-05,13
"419",2017-06-06,35
"420",2017-06-07,16
"421",2017-06-09,23
"422",2017-06-10,13
"423",2017-06-12,54
"424",2017-06-13,25
"425",2017-06-14,50
"426",2017-06-15,94
"427",2017-06-16,43
"428",2017-06-17,32
"429",2017-06-19,34
"430",2017-06-20,17
"431",2017-06-21,31
"432",2017-06-22,98
"433",2017-06-23,34
"434",2017-06-26,69
"435",2017-06-27,10
"436",2017-06-28,36
"437",2017-06-29,80
